Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Skin_Type,Gender_Target,Country_of_Origin
Divine Lip Gloss,Fenty Beauty,Serum,Monthly,104.95,4.1,9197,Oily,Unisex,Australia
Divine BB Cream,Clinique,Bronzer,Weekly,22.46,2.9,6642,Dry,Unisex,UK
Super Cleanser,Huda Beauty,Lipstick,Occasional,19.3,3.8,3436,Combination,Female,Australia
Super Eye Shadow,Glossier,Face Oil,Daily,148,2.7,5635,Oily,Female,Italy
Super Setting Spray,Milk Makeup,Lipstick,Daily,11.62,2.8,2085,Dry,Female,Italy
Divine Eyeliner,Too Faced,Foundation,Weekly,124.3,1.7,9830,Normal,Unisex,Italy
Super Contour,Juvia’s Place,Serum,Monthly,25.55,2.1,1327,Normal,Male,Italy
Perfect Lip Liner,Clinique,Foundation,Occasional,149.92,3.8,2040,Sensitive,Male,USA
Perfect Setting Spray,Danessa Myricks,Lipstick,Daily,55.44,2.1,2112,Sensitive,Unisex,South Korea
Magic Foundation,Charlotte Tilbury,Highlighter,Occasional,23.41,2.6,9822,Sensitive,Unisex,UK
Magic Mascara,Rare Beauty,Blush,Daily,88.05,1.6,2410,Oily,Female,Japan
Magic Concealer,Urban Decay,Primer,Monthly,53.56,2.9,4503,Normal,Unisex,Australia
Ultra Eye Shadow,Juvia’s Place,Cleanser,Daily,75.51,1.2,8077,Oily,Unisex,UK
Super Bronzer,Urban Decay,Makeup Remover,Daily,47.81,2.3,3005,Oily,Male,Australia
Perfect Moisturizer,Kylie Cosmetics,Highlighter,Monthly,137.4,3.6,2718,Dry,Female,France
Ultra Highlighter,Milk Makeup,Makeup Remover,Occasional,88.09,4.7,1445,Normal,Female,Australia
Super Primer,E.l.f.,Concealer,Weekly,60.17,4.5,4580,Sensitive,Female,USA
Ultra Eye Shadow,Huda Beauty,Moisturizer,Daily,127.36,2,146,Dry,Female,Italy
Perfect Face Mask,Huda Beauty,Blush,Occasional,13.8,3.9,2825,Oily,Male,USA
Super Cleanser,Danessa Myricks,Lipstick,Occasional,61.8,2.8,9739,Combination,Male,Japan
Perfect Lip Gloss,Milk Makeup,Setting Spray,Weekly,27.55,1.3,2592,Combination,Unisex,France
Ultra Powder,Charlotte Tilbury,Lip Liner,Weekly,113.59,4.9,6715,Normal,Male,Australia
Ultra Serum,NARS,Face Oil,Weekly,84.92,4.6,7801,Normal,Male,South Korea
Magic Highlighter,Clinique,Setting Spray,Weekly,138.48,1.5,6506,Dry,Unisex,Germany
Divine Exfoliator,Hourglass,Lipstick,Monthly,101.07,4.7,506,Oily,Unisex,France
Ultra Primer,Too Faced,Face Oil,Daily,113.37,3.4,3644,Dry,Unisex,Australia
Divine Powder,KVD Beauty,Makeup Remover,Daily,56.05,3.1,3499,Normal,Unisex,UK
Perfect Concealer,Juvia’s Place,Setting Spray,Daily,78.75,1,4407,Oily,Unisex,France
Super Powder,KVD Beauty,Face Mask,Monthly,106.64,2.6,5404,Normal,Male,Japan
Magic Highlighter,Sisley,Serum,Weekly,115.64,3.8,5459,Normal,Male,USA
Super Cleanser,Bite Beauty,Moisturizer,Occasional,109.08,3.9,608,Sensitive,Female,Germany
Ultra Bronzer,RMS Beauty,Lipstick,Occasional,97.59,1.6,7123,Combination,Female,France
Divine Foundation,Kylie Cosmetics,Makeup Remover,Daily,17.45,4.2,5691,Normal,Female,UK
Divine Setting Spray,Bourjois,Highlighter,Daily,51.86,1.3,6235,Dry,Male,Japan
Perfect Contour,Pat McGrath Labs,Setting Spray,Daily,138.93,1.1,5673,Combination,Unisex,France
Perfect Lipstick,Ilia Beauty,Eye Shadow,Daily,46.53,4,1880,Sensitive,Male,Japan
Divine Exfoliator,Make Up For Ever,Face Mask,Weekly,88.21,3.3,7185,Dry,Female,USA
Super Powder,Too Faced,Contour,Weekly,48.99,1.9,3514,Combination,Female,USA
Perfect Concealer,Sisley,Highlighter,Monthly,89.85,1.1,6035,Normal,Male,Germany
Perfect Lip Liner,Charlotte Tilbury,Foundation,Monthly,51.66,4.4,1748,Dry,Female,France
Divine Lipstick,Anastasia Beverly Hills,Blush,Weekly,122.13,2.6,382,Dry,Female,France
Divine BB Cream,Milk Makeup,Setting Spray,Monthly,101.06,2.4,7920,Combination,Female,Japan
Super Setting Spray,Charlotte Tilbury,Serum,Weekly,136.51,2.8,7009,Normal,Female,France
Super Mascara,Farsali,Exfoliator,Daily,89.93,4,727,Oily,Female,Australia
Perfect Eyeliner,Farsali,Bronzer,Monthly,86.7,1.8,5635,Dry,Male,USA
Super Moisturizer,Milk Makeup,Lip Liner,Daily,49.61,2.1,5411,Oily,Male,Italy
Perfect Powder,Morphe,Powder,Weekly,44.34,3.1,8761,Oily,Unisex,France
Perfect CC Cream,Natasha Denona,Lip Liner,Weekly,71.66,4,1551,Normal,Unisex,Germany
Ultra Serum,Clinique,Primer,Daily,132.59,2.6,3345,Dry,Female,USA
Magic Eyeliner,Perricone MD,Foundation,Weekly,131.05,4.8,250,Normal,Male,Italy
Ultra Setting Spray,Anastasia Beverly Hills,Lipstick,Daily,106.91,3.1,6045,Oily,Unisex,South Korea
Divine Primer,NARS,Concealer,Monthly,60.46,3.4,6421,Oily,Unisex,Germany
Divine Lip Liner,Bite Beauty,Cleanser,Daily,53.13,2.5,6914,Dry,Male,UK
Perfect Blush,NARS,BB Cream,Daily,20.91,2.5,4661,Normal,Male,Australia
Super Face Mask,Tarte,Face Oil,Weekly,57.86,2.8,8935,Combination,Female,South Korea
Ultra Lipstick,Fenty Beauty,Lip Liner,Occasional,56.22,4.2,7492,Oily,Male,France
Super CC Cream,Kiehl’s,Face Oil,Daily,109.96,4.4,6403,Sensitive,Unisex,South Korea
Magic Lip Gloss,Tarte,Serum,Weekly,67.03,2,723,Normal,Male,USA
Super Contour,Kylie Cosmetics,Face Mask,Occasional,25.74,4.5,1992,Normal,Male,USA
Ultra Makeup Remover,Anastasia Beverly Hills,Blush,Daily,113.76,3,1393,Sensitive,Female,USA
Ultra Eyeliner,E.l.f.,Setting Spray,Monthly,136.9,1.4,8678,Normal,Male,France
Super Face Oil,Kiehl’s,Highlighter,Weekly,131.14,4.7,860,Sensitive,Female,UK
Perfect CC Cream,Patrick Ta,Foundation,Monthly,134.89,2.2,4850,Dry,Male,Italy
Ultra Lip Gloss,Patrick Ta,Face Oil,Daily,18.44,3.4,8346,Sensitive,Female,Germany
Super Contour,Bourjois,Lip Liner,Occasional,131.94,4.7,9252,Oily,Male,Japan
Perfect Moisturizer,Tarte,Cleanser,Daily,68.56,3,3999,Oily,Female,UK
Divine Face Oil,Patrick Ta,Setting Spray,Daily,72.08,1.5,3456,Dry,Male,Japan
Divine Exfoliator,Patrick Ta,Exfoliator,Weekly,29.62,1.1,9689,Oily,Female,UK
Divine Cleanser,ColourPop,Exfoliator,Monthly,142.49,4.1,8146,Normal,Male,South Korea
Magic CC Cream,Clinique,Setting Spray,Monthly,139.2,4.5,3903,Combination,Male,South Korea
Divine Blush,Glossier,Makeup Remover,Weekly,56.02,3.5,4409,Dry,Male,UK
Super Concealer,Morphe,Setting Spray,Monthly,124.97,2.9,7505,Combination,Female,Italy
Magic Serum,IT Cosmetics,Lip Liner,Daily,120.48,3.5,2259,Oily,Female,Japan
Magic Blush,E.l.f.,Lip Liner,Weekly,51.63,3,736,Normal,Unisex,UK
Divine Makeup Remover,Morphe,Exfoliator,Occasional,42.45,3.5,1341,Sensitive,Male,Australia
Super Foundation,Yves Saint Laurent,Cleanser,Occasional,78.35,1.9,5643,Oily,Female,Germany
Super Eyeliner,Fenty Beauty,Contour,Daily,45.82,2.5,9558,Combination,Unisex,Australia
Super Exfoliator,Drunk Elephant,Moisturizer,Occasional,16.59,2.3,2859,Dry,Male,South Korea
Ultra Setting Spray,Kylie Cosmetics,Moisturizer,Monthly,99.22,2.3,5622,Normal,Male,South Korea
Super Mascara,Drunk Elephant,Bronzer,Monthly,16.75,2.3,7286,Combination,Male,Japan
Divine Contour,Huda Beauty,Blush,Occasional,116.42,1.9,9141,Dry,Male,Australia
Perfect Powder,Becca,Face Oil,Occasional,79.91,2.3,3371,Combination,Female,France
Divine Lip Gloss,Perricone MD,Concealer,Weekly,95.17,4.7,9665,Normal,Female,Italy
Super BB Cream,Morphe,Face Oil,Occasional,148.39,1.1,1399,Dry,Female,USA
Ultra Moisturizer,Yves Saint Laurent,Face Mask,Occasional,98.41,3.4,6425,Normal,Unisex,France
Magic Face Oil,Hourglass,Cleanser,Monthly,60,2,5226,Sensitive,Unisex,Germany
Ultra Concealer,Milk Makeup,Cleanser,Monthly,54,1.6,8010,Sensitive,Unisex,Germany
Super Eye Shadow,Kiehl’s,Setting Spray,Weekly,68.75,1.5,5604,Combination,Unisex,Japan
Perfect Eyeliner,E.l.f.,CC Cream,Monthly,106.24,3.3,8843,Oily,Unisex,Germany
Ultra Lip Gloss,IT Cosmetics,Makeup Remover,Occasional,63.52,2.9,4068,Normal,Unisex,USA
Super Face Oil,RMS Beauty,Concealer,Weekly,144.67,4.1,6860,Combination,Male,Japan
Perfect Contour,Kylie Cosmetics,Face Oil,Daily,63.82,4.9,771,Normal,Male,Germany
Ultra Eye Shadow,Too Faced,Powder,Daily,47.48,4.9,2005,Oily,Female,USA
Perfect Cleanser,RMS Beauty,Serum,Daily,55.62,4.1,8393,Normal,Male,South Korea
Perfect Serum,E.l.f.,Setting Spray,Occasional,62.07,4.1,4382,Sensitive,Female,USA
Ultra Bronzer,Ilia Beauty,Eye Shadow,Monthly,29.34,4.6,6356,Oily,Unisex,UK
Divine Mascara,Too Faced,Setting Spray,Monthly,110.15,4.2,3822,Normal,Female,Italy
Divine Blush,Make Up For Ever,Concealer,Weekly,81.34,3.8,6260,Normal,Male,France
Ultra CC Cream,RMS Beauty,Lip Liner,Weekly,50.73,3.2,3892,Combination,Unisex,UK
Magic Setting Spray,Make Up For Ever,Contour,Monthly,108.14,3.4,2255,Oily,Female,USA
Super Concealer,Becca,Eyeliner,Monthly,115.95,3.9,3964,Dry,Female,France
Magic Cleanser,Sisley,Eye Shadow,Monthly,78.43,4.7,9523,Normal,Female,France
Perfect Lip Liner,Too Faced,Eyeliner,Weekly,93.33,1.9,8957,Combination,Male,Italy
Perfect Lip Gloss,IT Cosmetics,BB Cream,Occasional,102.44,2.1,6323,Normal,Male,Australia
Perfect Moisturizer,Tarte,Contour,Daily,120.96,1.4,3262,Normal,Unisex,UK
Magic Mascara,Patrick Ta,Foundation,Occasional,62.69,1.9,3057,Dry,Unisex,Italy
Super Primer,Too Faced,Contour,Occasional,145.37,3.3,2886,Normal,Unisex,France
Perfect BB Cream,Pat McGrath Labs,BB Cream,Occasional,51.07,1.1,1826,Sensitive,Male,Italy
Ultra Mascara,Too Faced,Moisturizer,Monthly,81.07,3.1,457,Oily,Unisex,France
Super Lip Gloss,Farsali,Bronzer,Occasional,78.5,3.4,1027,Sensitive,Female,South Korea
Ultra Lipstick,Ilia Beauty,Serum,Monthly,103.12,4.7,4769,Dry,Female,USA
Ultra Exfoliator,Laura Mercier,Foundation,Occasional,48.3,4.2,9790,Sensitive,Male,Japan
Divine Face Oil,Perricone MD,Lip Liner,Daily,70.94,1.3,3411,Normal,Female,USA
Perfect Eye Shadow,KVD Beauty,Setting Spray,Daily,87.29,4.4,2388,Oily,Male,Australia
Ultra Lip Liner,RMS Beauty,Blush,Daily,127.12,4.9,7026,Combination,Unisex,UK
Divine Foundation,Juvia’s Place,Highlighter,Occasional,90.98,1,9160,Sensitive,Male,Germany
Divine Eye Shadow,Natasha Denona,Contour,Daily,43.85,1.3,7768,Normal,Unisex,South Korea
Perfect Eye Shadow,Bobby Brown,Exfoliator,Daily,63.91,2,5384,Normal,Male,Japan
Super Powder,Bobby Brown,Contour,Weekly,52.54,2.7,6246,Normal,Unisex,UK
Divine Moisturizer,Danessa Myricks,Face Oil,Monthly,60.47,4.3,1436,Oily,Female,Germany
Perfect Face Oil,Kylie Cosmetics,BB Cream,Monthly,120.25,4.4,2162,Oily,Male,Australia
Magic Contour,Huda Beauty,Primer,Monthly,110.02,4.7,5934,Oily,Female,USA
Magic Eyeliner,Kiehl’s,Face Mask,Monthly,111.54,2.9,2847,Combination,Unisex,Italy
Magic Bronzer,NARS,Mascara,Occasional,85.41,3.7,9415,Normal,Unisex,France
Divine Lip Liner,Make Up For Ever,Mascara,Occasional,43.87,4.8,4780,Dry,Unisex,Australia
Super Concealer,RMS Beauty,Contour,Daily,101.25,3.7,665,Dry,Unisex,Japan
Ultra Blush,Glossier,Setting Spray,Occasional,68.08,2.7,2007,Normal,Female,Germany
Magic CC Cream,Drunk Elephant,Eye Shadow,Weekly,60.37,3.4,1229,Oily,Unisex,Italy
Super Blush,Tarte,Cleanser,Occasional,137.96,1.2,3851,Oily,Male,Japan
Perfect Setting Spray,Huda Beauty,Highlighter,Weekly,139.78,1.5,3964,Normal,Male,Australia
Ultra Lipstick,Farsali,Lip Gloss,Monthly,90.49,1.1,3778,Oily,Male,Japan
Super Bronzer,Yves Saint Laurent,Face Mask,Occasional,56.03,1.2,7530,Oily,Male,UK
Divine CC Cream,Make Up For Ever,Eye Shadow,Monthly,149.73,2.7,4903,Dry,Unisex,South Korea
Super Blush,Milk Makeup,Cleanser,Daily,41.3,2.4,6007,Dry,Female,South Korea
Magic Face Oil,Too Faced,Exfoliator,Daily,12.12,5,3329,Dry,Unisex,USA
Super Foundation,Kiehl’s,Foundation,Daily,106.17,3,3040,Normal,Female,Germany
Ultra Lip Gloss,Charlotte Tilbury,Concealer,Daily,60.47,4,5799,Sensitive,Female,Italy
Magic Blush,Farsali,Setting Spray,Daily,72.25,1.8,6843,Sensitive,Female,Australia
Divine Eyeliner,Too Faced,Contour,Occasional,100.4,3.1,4299,Sensitive,Female,Italy
Divine Lip Gloss,Laura Mercier,Mascara,Daily,69.11,3.5,996,Oily,Unisex,Japan
Ultra Lip Liner,Juvia’s Place,Mascara,Occasional,139.08,4.5,4612,Normal,Female,France
Perfect CC Cream,Shiseido,BB Cream,Weekly,77.39,4.6,5719,Oily,Female,Australia
Ultra Cleanser,Glossier,Makeup Remover,Daily,130.33,1.2,7397,Combination,Female,USA
Perfect Powder,ColourPop,Eye Shadow,Monthly,12.5,2.3,4758,Oily,Unisex,Italy
Perfect Lip Liner,Becca,Highlighter,Occasional,42.4,1.3,2569,Dry,Male,Japan
Magic Foundation,Danessa Myricks,Powder,Daily,95.09,2.3,3752,Oily,Male,Japan
Perfect CC Cream,NARS,Makeup Remover,Weekly,124.36,3.6,7005,Sensitive,Unisex,UK
Super Moisturizer,Sisley,Lip Gloss,Weekly,115.91,2.1,2799,Normal,Male,USA
Super Concealer,Juvia’s Place,Mascara,Monthly,92.51,1.7,8044,Dry,Male,France
Perfect Lip Gloss,KVD Beauty,Moisturizer,Weekly,97.05,3.4,6185,Sensitive,Male,UK
Perfect Foundation,Pat McGrath Labs,Highlighter,Monthly,139.29,2.6,7601,Sensitive,Male,USA
Magic Moisturizer,Clinique,Face Mask,Weekly,58.51,3.2,9113,Sensitive,Female,France
Perfect Concealer,Fenty Beauty,Highlighter,Occasional,94.67,2,417,Normal,Male,USA
Perfect Lip Liner,Bourjois,CC Cream,Occasional,71.83,1.9,7176,Dry,Male,Italy
Perfect Lip Gloss,Sisley,Eyeliner,Occasional,90.63,2.9,8340,Combination,Unisex,France
Divine Face Oil,Patrick Ta,Contour,Occasional,64.07,2.3,540,Combination,Female,Italy
Magic Face Mask,Fenty Beauty,Lip Gloss,Weekly,112.82,4.9,9617,Normal,Male,USA
Divine Cleanser,IT Cosmetics,CC Cream,Monthly,132.78,1.7,6909,Oily,Male,Japan
Divine Face Mask,Anastasia Beverly Hills,Foundation,Daily,110.18,4.9,1015,Dry,Male,France
Ultra Primer,Milk Makeup,Lip Gloss,Daily,122.38,3.3,2055,Sensitive,Unisex,Australia
Perfect Makeup Remover,Rare Beauty,Setting Spray,Monthly,74.48,4.6,482,Sensitive,Female,Japan
Divine Powder,Kiehl’s,Setting Spray,Occasional,27.75,4.6,5315,Oily,Male,Italy
Magic Highlighter,Kylie Cosmetics,Lip Gloss,Occasional,136.98,1.7,4065,Dry,Unisex,Australia
Ultra Face Oil,Yves Saint Laurent,Foundation,Weekly,70.7,1.1,8994,Normal,Male,South Korea
Super CC Cream,Yves Saint Laurent,Concealer,Monthly,88,4.1,5355,Dry,Unisex,USA
Magic Concealer,Fenty Beauty,Contour,Monthly,24.95,4.7,8844,Oily,Unisex,Germany
Super Eyeliner,Clinique,Highlighter,Occasional,76.92,3.7,4920,Oily,Male,Germany
Ultra Primer,Rare Beauty,Concealer,Occasional,135.06,3.5,8355,Combination,Unisex,Japan
Ultra Eye Shadow,Danessa Myricks,Exfoliator,Daily,118.9,4.1,9535,Sensitive,Unisex,Japan
Divine Setting Spray,E.l.f.,BB Cream,Occasional,34.34,4,6970,Sensitive,Male,USA
Ultra Contour,Kiehl’s,Serum,Occasional,122.99,3.2,7004,Oily,Unisex,Japan
Divine Lipstick,E.l.f.,Makeup Remover,Occasional,143.07,4.8,7334,Dry,Unisex,USA
Super Concealer,Danessa Myricks,Eye Shadow,Daily,92.44,3.1,7430,Combination,Female,France
Super Eye Shadow,Bite Beauty,Setting Spray,Occasional,61.95,4.9,9465,Oily,Unisex,Japan
Ultra Face Mask,KVD Beauty,BB Cream,Occasional,24.27,1.3,1389,Combination,Female,South Korea
Magic Exfoliator,Huda Beauty,Face Oil,Occasional,117.79,4.1,671,Combination,Male,Japan
Ultra CC Cream,Yves Saint Laurent,Mascara,Occasional,73.52,4.3,7837,Combination,Male,Japan
Perfect Powder,Bourjois,Bronzer,Monthly,46.69,4.1,8958,Sensitive,Female,UK
Ultra Cleanser,Bourjois,Exfoliator,Monthly,41.67,3,5254,Oily,Male,Japan
Divine Moisturizer,Ilia Beauty,Cleanser,Occasional,127.69,2.2,2302,Combination,Unisex,Australia
Divine Face Mask,Charlotte Tilbury,Face Oil,Occasional,21.81,1.8,574,Sensitive,Female,USA
Super Serum,Glossier,Lip Gloss,Occasional,106.41,3.7,6401,Dry,Unisex,UK
Ultra Eyeliner,Kiehl’s,CC Cream,Occasional,111.73,1.9,701,Dry,Female,Germany
Divine Primer,Patrick Ta,Makeup Remover,Daily,71.23,1.8,8941,Combination,Female,France
Super Lipstick,Kiehl’s,Lip Liner,Weekly,77.03,1.6,2390,Oily,Unisex,Germany
Divine Cleanser,Huda Beauty,Bronzer,Monthly,49.97,3.2,4699,Oily,Male,Italy
Divine Makeup Remover,Ilia Beauty,Lip Gloss,Monthly,82.96,3.5,7242,Combination,Male,Japan
Divine Eyeliner,Becca,BB Cream,Monthly,47.13,4.1,4892,Combination,Unisex,Italy
Divine CC Cream,Farsali,CC Cream,Weekly,139.14,4.1,6783,Oily,Male,Italy
Magic Mascara,Milk Makeup,Bronzer,Monthly,56.29,1.3,3746,Combination,Male,USA
Magic Lip Liner,Ilia Beauty,Eyeliner,Occasional,105.78,3.1,591,Normal,Female,UK
Ultra Makeup Remover,Bobby Brown,Face Mask,Occasional,25.01,1.6,3938,Oily,Female,South Korea
Perfect Mascara,Bourjois,CC Cream,Weekly,53.37,1.6,5524,Dry,Female,Germany
Perfect Makeup Remover,Fenty Beauty,Face Oil,Monthly,50,1.9,3549,Oily,Unisex,Italy
Magic Setting Spray,Rare Beauty,Face Mask,Monthly,62.78,1.2,7965,Combination,Male,South Korea
Magic Cleanser,Too Faced,Powder,Monthly,40.13,3.8,7964,Dry,Unisex,UK
Super Highlighter,Morphe,BB Cream,Weekly,54.8,4.7,3879,Sensitive,Female,South Korea
Super Bronzer,Shiseido,Serum,Monthly,81.76,1.2,9889,Sensitive,Unisex,Germany
Ultra Exfoliator,Juvia’s Place,Lip Liner,Monthly,73.59,4.6,8408,Normal,Unisex,Germany
Super BB Cream,Make Up For Ever,Mascara,Occasional,103.52,4.9,1535,Sensitive,Male,Germany
Magic BB Cream,Clinique,Face Mask,Weekly,67.36,1.4,4047,Oily,Female,Italy
Magic Eyeliner,Ilia Beauty,BB Cream,Monthly,142.42,3,520,Dry,Unisex,USA
Divine Powder,IT Cosmetics,Primer,Monthly,103.17,2.3,4994,Dry,Female,Germany
Perfect Serum,E.l.f.,Lip Gloss,Weekly,107.24,2.6,6438,Oily,Male,Italy
Perfect Powder,Bourjois,CC Cream,Daily,132.36,1.6,2624,Normal,Male,Germany
Divine Mascara,Drunk Elephant,Serum,Occasional,106.68,1.4,2264,Dry,Unisex,France
Ultra Face Oil,Yves Saint Laurent,Bronzer,Monthly,21.21,4.3,2940,Normal,Female,UK
Super Blush,Perricone MD,CC Cream,Daily,10.37,1.5,8386,Dry,Male,South Korea
Magic Lipstick,Laura Mercier,Cleanser,Monthly,127.29,2,458,Oily,Female,Japan
Perfect Eye Shadow,Glossier,Serum,Weekly,48.28,3,4706,Dry,Male,USA
Divine BB Cream,Urban Decay,Blush,Daily,51.83,3,8602,Oily,Female,Japan
Perfect Eyeliner,Danessa Myricks,Face Oil,Occasional,127.87,2.5,663,Combination,Male,Australia
Perfect Makeup Remover,ColourPop,Mascara,Occasional,134.04,4.3,9996,Combination,Female,France
Perfect Concealer,Becca,Mascara,Monthly,137.21,4.6,9471,Combination,Unisex,UK
Magic Eye Shadow,Pat McGrath Labs,Blush,Weekly,144.39,4.7,5318,Oily,Unisex,Italy
Perfect Lip Liner,Charlotte Tilbury,Concealer,Daily,11.48,1.8,8300,Sensitive,Female,Australia
Divine Highlighter,Glossier,Bronzer,Weekly,147.72,4.2,8279,Oily,Unisex,Germany
Magic Bronzer,Kylie Cosmetics,Lipstick,Monthly,125.75,3.8,7256,Sensitive,Female,UK
Super Mascara,Too Faced,CC Cream,Monthly,87.26,4.6,3274,Sensitive,Male,Australia
Ultra Makeup Remover,NARS,Blush,Daily,55,3.6,9227,Combination,Unisex,Japan
Super CC Cream,Too Faced,Face Oil,Daily,99.72,2.7,8025,Dry,Female,Japan
Super BB Cream,Yves Saint Laurent,Foundation,Occasional,99.09,3.8,6705,Oily,Female,Japan
Ultra Concealer,Make Up For Ever,Moisturizer,Weekly,149.62,3.3,3961,Sensitive,Female,Germany
Magic Primer,Shiseido,Contour,Monthly,31.1,3.9,1680,Dry,Female,UK
Super Lip Gloss,Yves Saint Laurent,Foundation,Weekly,34.61,1.8,3841,Dry,Female,Japan
Perfect Primer,Laura Mercier,Serum,Occasional,138.3,1.1,2524,Normal,Female,France
Divine Mascara,Kylie Cosmetics,Eye Shadow,Weekly,78.01,2.2,1924,Oily,Unisex,Australia
Super Eyeliner,Drunk Elephant,Powder,Occasional,57.46,3.6,7297,Sensitive,Male,USA
Magic Powder,Bourjois,Contour,Weekly,77.24,4.9,6155,Combination,Unisex,UK
Magic Lip Gloss,Bobby Brown,Face Mask,Occasional,65.24,2.2,6377,Oily,Male,Germany
Divine Face Mask,Make Up For Ever,Foundation,Monthly,117.38,4.3,4489,Dry,Female,Italy
Ultra Foundation,Morphe,Concealer,Monthly,13.15,1.6,248,Combination,Female,Italy
Super Concealer,Laura Mercier,Lip Liner,Occasional,82.48,4.9,4596,Dry,Female,USA
Magic Cleanser,Urban Decay,Eyeliner,Monthly,34.48,1.2,5873,Normal,Male,USA
Divine Bronzer,Drunk Elephant,Bronzer,Weekly,118.91,1.3,2258,Combination,Female,Italy
Ultra Highlighter,Morphe,Exfoliator,Occasional,113.43,4.6,3186,Oily,Male,South Korea
Perfect CC Cream,Charlotte Tilbury,Foundation,Occasional,126.08,1.2,3000,Combination,Female,Germany
Super Lip Liner,Huda Beauty,Blush,Daily,85.94,2.2,4480,Sensitive,Unisex,Australia
Ultra Face Mask,Laura Mercier,Blush,Monthly,35.25,2.5,6980,Oily,Female,UK
Super Eye Shadow,Ilia Beauty,Powder,Monthly,33.72,2.7,5434,Dry,Unisex,Australia
Ultra Mascara,Patrick Ta,Setting Spray,Occasional,19.18,1.9,6558,Oily,Female,Germany
Divine CC Cream,Drunk Elephant,Serum,Daily,148.48,1.6,4534,Dry,Unisex,USA
Perfect Exfoliator,Fenty Beauty,Setting Spray,Weekly,88.73,3.5,1111,Dry,Female,Germany
Perfect Lip Liner,Clinique,Cleanser,Occasional,16.13,2.6,381,Normal,Female,Italy
Ultra Blush,Rare Beauty,Eye Shadow,Monthly,67.32,1.3,4126,Dry,Female,USA
Ultra Setting Spray,Bite Beauty,Foundation,Weekly,58.32,1.1,1295,Oily,Female,Italy
Perfect Exfoliator,Tatcha,Face Mask,Monthly,59.68,3.6,3314,Combination,Female,Australia
Divine Face Mask,Becca,Bronzer,Weekly,37.32,1.2,1331,Oily,Male,Japan
Divine Face Oil,RMS Beauty,Highlighter,Monthly,92.22,3.2,632,Dry,Female,Germany
Magic Lip Gloss,Tatcha,Eye Shadow,Weekly,125.28,4.7,7765,Combination,Unisex,Australia
Ultra Moisturizer,Kiehl’s,Serum,Occasional,12.4,3.3,2061,Sensitive,Male,Italy
Ultra Concealer,Bite Beauty,Face Oil,Weekly,51.12,4.9,7898,Sensitive,Unisex,Australia
Ultra Lipstick,Danessa Myricks,Foundation,Monthly,104.61,4.6,6315,Normal,Male,Italy
Super Foundation,Danessa Myricks,Serum,Occasional,42.36,2,5050,Combination,Female,Australia
Super Serum,NARS,Mascara,Daily,90.84,4.4,8956,Sensitive,Female,USA
Ultra Blush,Bobby Brown,Highlighter,Weekly,58.02,3.4,2278,Combination,Unisex,Japan
Ultra Mascara,Bite Beauty,CC Cream,Occasional,66.31,5,4838,Combination,Unisex,France
Magic Lip Liner,Milk Makeup,Primer,Daily,43.12,2.4,8453,Normal,Female,France
Perfect Cleanser,Morphe,Mascara,Weekly,121.39,3.2,4378,Combination,Male,Japan
Magic Foundation,RMS Beauty,Lipstick,Daily,21.44,1.8,5929,Combination,Unisex,Italy
Magic Eye Shadow,Too Faced,Eyeliner,Monthly,77.15,4.5,3651,Combination,Female,Germany
Magic Concealer,Anastasia Beverly Hills,Setting Spray,Daily,67.15,3.3,2745,Normal,Unisex,South Korea
Magic Contour,Milk Makeup,Cleanser,Monthly,64.38,2.8,9475,Oily,Unisex,South Korea
Ultra Mascara,Pat McGrath Labs,Blush,Weekly,81.26,3.3,7687,Normal,Male,Australia
Divine Serum,Tarte,Eye Shadow,Occasional,21.42,3.2,1480,Dry,Male,Germany
Magic Eye Shadow,Morphe,Mascara,Daily,130.79,4.6,4679,Normal,Unisex,South Korea
Super CC Cream,Milk Makeup,Foundation,Weekly,75.58,5,5600,Normal,Female,Australia
Magic Highlighter,Clinique,Highlighter,Daily,47.18,3.9,9757,Normal,Male,USA
Divine Foundation,Charlotte Tilbury,Eyeliner,Monthly,31.48,4.8,2629,Normal,Female,Germany
Divine Blush,Kylie Cosmetics,Face Mask,Monthly,49.99,2.6,9294,Dry,Female,Japan
Magic Makeup Remover,Tarte,Lipstick,Monthly,17.43,4,4890,Normal,Female,South Korea
Super Eyeliner,Make Up For Ever,Contour,Monthly,78.43,1.5,2579,Sensitive,Unisex,France
Divine Eye Shadow,Bourjois,Cleanser,Monthly,111.07,4.8,6455,Normal,Male,Australia
Ultra Eyeliner,Ilia Beauty,Setting Spray,Occasional,80.42,4.2,5943,Oily,Female,USA
